rodada,data,dia da semana,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,perdedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,edição
21,2014-09-13,Sábado,18:30,Fluminense,Palmeiras,,,C. Borges dos Santos,D. Silvestre Júnior,Fluminense,Palmeiras, Maracanã,3,0,RJ,SP,2014
21,2014-09-13,Sábado,18:30,Chapecoense,Sport,,,J. da Silva,E. Baptista,Chapecoense,Sport,Arena Condá,3,1,SC,PE,2014
21,2014-09-13,Sábado,20:59,Santos,Coritiba,,,E. Alves Moreira,M. dos Santos Gonçalves,Santos,Coritiba,Estádio Urbano Caldeira,2,1,SP,PR,2014
21,2014-09-14,Domingo,15:59,Bahia,Figueirense,,,G. Kleina,A. Fucks,Bahia,Figueirense,Estádio Alberto Oliveira,3,0,BA,SC,2014
21,2014-09-14,Domingo,15:59,Flamengo,Corinthians,,,V. Luxemburgo da Silva,L. Venker de Menezes,Flamengo,Corinthians, Maracanã,1,0,RJ,SP,2014
21,2014-09-14,Domingo,16:00,Internacional,Botafogo-RJ,,,A. da Silva Braga,V. Carmo Mancini,Internacional,Botafogo-RJ,Estádio José Pinheiro Borda,2,0,RS,RJ,2014
21,2014-09-14,Domingo,16:02,Sao Paulo,Cruzeiro,,,M. Ramalho,M. de Oliveira Santos,Sao Paulo,Cruzeiro, Morumbi,2,0,SP,MG,2014
21,2014-09-14,Domingo,18:29,Athletico-PR,Vitoria,,,C. dos Santos Oliveira,N. da Silveira Júnior,Athletico-PR,Vitoria,Estádio Joaquim Américo Guimarães,2,0,PR,BA,2014
21,2014-09-14,Domingo,18:29,Atletico-MG,Gremio,,,L. Culpi,L. Scolari,Empate,Empate,Estádio Raimundo Sampaio,0,0,MG,RS,2014
21,2014-09-14,Domingo,18:29,Criciuma,Goias,,,G. Dal Pozzo,S. Drubscky de Campos,Criciuma,Goias,Estádio Heriberto Hülse,1,0,SC,GO,2014
22,2014-09-17,Quarta-feira,19:29,Vitoria,Fluminense,,,N. da Silveira Júnior,C. Borges dos Santos,Vitoria,Fluminense, Barradão,3,1,BA,RJ,2014
22,2014-09-17,Quarta-feira,19:31,Cruzeiro,Athletico-PR,,,M. de Oliveira Santos,C. dos Santos Oliveira,Cruzeiro,Athletico-PR, Mineirão,2,0,MG,PR,2014
22,2014-09-17,Quarta-feira,21:00,Sport,Internacional,,,E. Baptista,A. da Silva Braga,Empate,Empate,Arena de Pernambuco,0,0,PE,RS,2014
22,2014-09-17,Quarta-feira,21:01,Figueirense,Criciuma,,,A. Fucks,G. Dal Pozzo,Empate,Empate, Orlando Scarpelli,1,1,SC,SC,2014
22,2014-09-17,Quarta-feira,22:00,Botafogo-RJ,Bahia,,,V. Carmo Mancini,G. Kleina,Bahia,Botafogo-RJ, Maracanã,2,3,RJ,BA,2014
22,2014-09-17,Quarta-feira,22:00,Coritiba,Sao Paulo,4-3-2-1,4-4-2,M. dos Santos Gonçalves,M. Ramalho,Coritiba,Sao Paulo, Couto Pereira,3,1,PR,SP,2014
22,2014-09-17,Quarta-feira,22:01,Palmeiras,Flamengo,,,D. Silvestre Júnior,V. Luxemburgo da Silva,Empate,Empate,Estádio Municipal Paulo Machado de Carvalho,2,2,SP,RJ,2014
22,2014-09-18,Quinta-feira,19:27,Corinthians,Chapecoense,,,L. Venker de Menezes,J. da Silva,Empate,Empate,Neo Química Arena,1,1,SP,SC,2014
22,2014-09-18,Quinta-feira,19:30,Goias,Atletico-MG,,,S. Drubscky de Campos,L. Culpi,Atletico-MG,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),2,3,GO,MG,2014
22,2014-09-18,Quinta-feira,20:29,Gremio,Santos,,,L. Scolari,E. Alves Moreira,Empate,Empate,Arena do Grêmio,0,0,RS,SP,2014
23,2014-09-20,Sábado,18:31,Athletico-PR,Internacional,,,C. dos Santos Oliveira,A. da Silva Braga,Internacional,Athletico-PR,Estádio Joaquim Américo Guimarães,0,1,PR,RS,2014
23,2014-09-20,Sábado,21:00,Criciuma,Botafogo-RJ,,,G. Dal Pozzo,V. Carmo Mancini,Empate,Empate,Estádio Heriberto Hülse,1,1,SC,RJ,2014
23,2014-09-21,Domingo,15:59,Cruzeiro,Atletico-MG,,,M. de Oliveira Santos,L. Culpi,Atletico-MG,Cruzeiro, Mineirão,2,3,MG,MG,2014
23,2014-09-21,Domingo,15:59,Vitoria,Bahia,,,N. da Silveira Júnior,G. Kleina,Vitoria,Bahia,Itaipava Arena Fonte Nova,2,1,BA,BA,2014
23,2014-09-21,Domingo,16:00,Flamengo,Fluminense,,,V. Luxemburgo da Silva,C. Borges dos Santos,Empate,Empate, Maracanã,1,1,RJ,RJ,2014
23,2014-09-21,Domingo,16:00,Corinthians,Sao Paulo,,,L. Venker de Menezes,M. Ramalho,Corinthians,Sao Paulo,Neo Química Arena,3,2,SP,SP,2014
23,2014-09-21,Domingo,16:01,Sport,Coritiba,,,E. Baptista,M. dos Santos Gonçalves,Sport,Coritiba,Adelmar da Costa Carvalho,1,0,PE,PR,2014
23,2014-09-21,Domingo,18:29,Goias,Palmeiras,,,S. Drubscky de Campos,D. Silvestre Júnior,Goias,Palmeiras,Estádio do Governo do Estado de Goiás (Serra Dourada),6,0,GO,SP,2014
23,2014-09-21,Domingo,18:30,Gremio,Chapecoense,4-1-4-1,4-2-3-1,L. Scolari,J. da Silva,Gremio,Chapecoense,Arena do Grêmio,1,0,RS,SC,2014
23,2014-09-21,Domingo,18:31,Santos,Figueirense,,,E. Alves Moreira,A. Fucks,Santos,Figueirense,Estádio Urbano Caldeira,3,1,SP,SC,2014
24,2014-09-24,Quarta-feira,19:30,Internacional,Criciuma,,,A. da Silva Braga,G. Dal Pozzo,Internacional,Criciuma,Estádio José Pinheiro Borda,3,0,RS,SC,2014
24,2014-09-24,Quarta-feira,19:32,Coritiba,Cruzeiro,,,M. dos Santos Gonçalves,M. de Oliveira Santos,Cruzeiro,Coritiba, Couto Pereira,1,2,PR,MG,2014
24,2014-09-24,Quarta-feira,21:00,Chapecoense,Athletico-PR,,,J. da Silva,C. dos Santos Oliveira,Chapecoense,Athletico-PR,Arena Condá,3,0,SC,PR,2014
24,2014-09-24,Quarta-feira,21:01,Bahia,Sport,,,G. Kleina,E. Baptista,Bahia,Sport,Itaipava Arena Fonte Nova,1,0,BA,PE,2014
24,2014-09-24,Quarta-feira,22:00,Figueirense,Corinthians,,,A. Fucks,L. Venker de Menezes,Figueirense,Corinthians, Orlando Scarpelli,1,0,SC,SP,2014
24,2014-09-24,Quarta-feira,22:00,Fluminense,Gremio,4-2-3-1,4-1-4-1,C. Borges dos Santos,L. Scolari,Empate,Empate, Maracanã,0,0,RJ,RS,2014
24,2014-09-24,Quarta-feira,22:01,Sao Paulo,Flamengo,,,M. Ramalho,V. Luxemburgo da Silva,Empate,Empate, Morumbi,2,2,SP,RJ,2014
24,2014-09-25,Quinta-feira,19:29,Botafogo-RJ,Goias,,,V. Carmo Mancini,S. Drubscky de Campos,Botafogo-RJ,Goias, Maracanã,1,0,RJ,GO,2014
24,2014-09-25,Quinta-feira,19:33,Palmeiras,Vitoria,,,D. Silvestre Júnior,N. da Silveira Júnior,Palmeiras,Vitoria,Estádio Municipal Paulo Machado de Carvalho,2,0,SP,BA,2014
24,2014-09-25,Quinta-feira,20:29,Atletico-MG,Santos,4-2-3-1,4-2-3-1,L. Culpi,E. Alves Moreira,Atletico-MG,Santos,Estádio Raimundo Sampaio,3,2,MG,SP,2014
25,2014-09-27,Sábado,18:29,Sport,Cruzeiro,,,E. Baptista,M. de Oliveira Santos,Empate,Empate,Arena de Pernambuco,0,0,PE,MG,2014
25,2014-09-27,Sábado,18:30,Chapecoense,Criciuma,,,J. da Silva,G. Dal Pozzo,Empate,Empate,Arena Condá,1,1,SC,SC,2014
25,2014-09-27,Sábado,21:01,Sao Paulo,Fluminense,,,M. Ramalho,C. Borges dos Santos,Fluminense,Sao Paulo, Morumbi,1,3,SP,RJ,2014
25,2014-09-28,Domingo,15:58,Botafogo-RJ,Gremio,,,V. Carmo Mancini,L. Scolari,Gremio,Botafogo-RJ, Maracanã,0,2,RJ,RS,2014
25,2014-09-28,Domingo,16:00,Bahia,Flamengo,,,G. Kleina,V. Luxemburgo da Silva,Bahia,Flamengo,Itaipava Arena Fonte Nova,2,1,BA,RJ,2014
25,2014-09-28,Domingo,16:00,Athletico-PR,Corinthians,,,C. dos Santos Oliveira,L. Venker de Menezes,Athletico-PR,Corinthians,Estádio Joaquim Américo Guimarães,1,0,PR,SP,2014
25,2014-09-28,Domingo,16:01,Atletico-MG,Vitoria,,,L. Culpi,N. da Silveira Júnior,Atletico-MG,Vitoria,Estádio Raimundo Sampaio,2,0,MG,BA,2014
25,2014-09-28,Domingo,18:30,Santos,Goias,,,E. Alves Moreira,S. Drubscky de Campos,Santos,Goias,Estádio Municipal Paulo Machado de Carvalho,2,0,SP,GO,2014
25,2014-09-28,Domingo,18:31,Figueirense,Palmeiras,,,A. Fucks,D. Silvestre Júnior,Figueirense,Palmeiras, Orlando Scarpelli,3,1,SC,SP,2014
25,2014-09-28,Domingo,18:32,Internacional,Coritiba,4-2-3-1,4-2-2-2,A. da Silva Braga,M. dos Santos Gonçalves,Internacional,Coritiba,Estádio José Pinheiro Borda,4,2,RS,PR,2014
26,2014-10-02,Quinta-feira,19:30,Palmeiras,Chapecoense,,,D. Silvestre Júnior,J. da Silva,Palmeiras,Chapecoense,Estádio Municipal Paulo Machado de Carvalho,4,2,SP,SC,2014
26,2014-10-04,Sábado,16:20,Flamengo,Santos,,,V. Luxemburgo da Silva,E. Alves Moreira,Santos,Flamengo, Maracanã,0,1,RJ,SP,2014
26,2014-10-04,Sábado,16:20,Vitoria,Botafogo-RJ,,,N. da Silveira Júnior,V. Carmo Mancini,Vitoria,Botafogo-RJ, Barradão,2,1,BA,RJ,2014
26,2014-10-04,Sábado,16:21,Fluminense,Bahia,,,C. Borges dos Santos,G. Kleina,Empate,Empate,Estádio Nacional de Brasília,1,1,RJ,BA,2014
26,2014-10-04,Sábado,16:22,Gremio,Sao Paulo,,,L. Scolari,M. Ramalho,Sao Paulo,Gremio,Arena do Grêmio,0,1,RS,SP,2014
26,2014-10-04,Sábado,16:24,Coritiba,Athletico-PR,4-2-2-2,4-3-3,M. dos Santos Gonçalves,C. dos Santos Oliveira,Coritiba,Athletico-PR, Couto Pereira,1,0,PR,PR,2014
26,2014-10-04,Sábado,18:30,Criciuma,Atletico-MG,,,G. Dal Pozzo,L. Culpi,Criciuma,Atletico-MG,Estádio Heriberto Hülse,3,1,SC,MG,2014
26,2014-10-04,Sábado,18:31,Corinthians,Sport,,,L. Venker de Menezes,E. Baptista,Corinthians,Sport,Neo Química Arena,3,0,SP,PE,2014
26,2014-10-04,Sábado,18:31,Cruzeiro,Internacional,,,M. de Oliveira Santos,A. da Silva Braga,Cruzeiro,Internacional, Mineirão,2,1,MG,RS,2014
26,2014-10-04,Sábado,20:59,Goias,Figueirense,,,S. Drubscky de Campos,A. Fucks,Goias,Figueirense,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,SC,2014
27,2014-10-08,Quarta-feira,19:29,Sao Paulo,Athletico-PR,,,M. Ramalho,C. dos Santos Oliveira,Sao Paulo,Athletico-PR, Morumbi,1,0,SP,PR,2014
27,2014-10-08,Quarta-feira,19:30,Botafogo-RJ,Palmeiras,,,V. Carmo Mancini,D. Silvestre Júnior,Palmeiras,Botafogo-RJ, Maracanã,0,1,RJ,SP,2014
27,2014-10-08,Quarta-feira,19:31,Coritiba,Criciuma,,,M. dos Santos Gonçalves,G. Dal Pozzo,Coritiba,Criciuma, Couto Pereira,1,0,PR,SC,2014
27,2014-10-08,Quarta-feira,21:02,Vitoria,Goias,,,N. da Silveira Júnior,S. Drubscky de Campos,Empate,Empate, Barradão,2,2,BA,GO,2014
27,2014-10-08,Quarta-feira,21:59,Gremio,Sport,,,L. Scolari,E. Baptista,Gremio,Sport,Arena do Grêmio,2,0,RS,PE,2014
27,2014-10-08,Quarta-feira,22:00,Cruzeiro,Corinthians,,,M. de Oliveira Santos,L. Venker de Menezes,Corinthians,Cruzeiro, Mineirão,0,1,MG,SP,2014
27,2014-10-08,Quarta-feira,22:00,Figueirense,Flamengo,,,A. Fucks,V. Luxemburgo da Silva,Flamengo,Figueirense, Orlando Scarpelli,1,2,SC,RJ,2014
27,2014-10-09,Quinta-feira,19:30,Fluminense,Atletico-MG,,,C. Borges dos Santos,L. Culpi,Empate,Empate, Maracanã,0,0,RJ,MG,2014
27,2014-10-09,Quinta-feira,19:32,Santos,Bahia,,,E. Alves Moreira,G. Kleina,Santos,Bahia,Estádio Urbano Caldeira,1,0,SP,BA,2014
27,2014-10-09,Quinta-feira,20:30,Chapecoense,Internacional,,,J. da Silva,A. da Silva Braga,Chapecoense,Internacional,Arena Condá,5,0,SC,RS,2014
9,2014-10-11,Sábado,18:33,Botafogo-RJ,Corinthians,,,V. Carmo Mancini,L. Venker de Menezes,Botafogo-RJ,Corinthians,Arena da Amazônia,1,0,RJ,SP,2014
28,2014-10-11,Sábado,18:30,Goias,Coritiba,4-4-2,4-2-2-2,S. Drubscky de Campos,M. dos Santos Gonçalves,Goias,Coritiba,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,PR,2014
28,2014-10-11,Sábado,21:04,Palmeiras,Gremio,,,D. Silvestre Júnior,L. Scolari,Palmeiras,Gremio,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,RS,2014
28,2014-10-12,Domingo,16:00,Flamengo,Cruzeiro,,,V. Luxemburgo da Silva,M. de Oliveira Santos,Flamengo,Cruzeiro, Maracanã,3,0,RJ,MG,2014
28,2014-10-12,Domingo,16:00,Bahia,Chapecoense,,,G. Kleina,J. da Silva,Chapecoense,Bahia,Itaipava Arena Fonte Nova,0,1,BA,SC,2014
28,2014-10-12,Domingo,16:01,Internacional,Fluminense,,,A. da Silva Braga,C. Borges dos Santos,Internacional,Fluminense,Estádio José Pinheiro Borda,2,1,RS,RJ,2014
28,2014-10-12,Domingo,16:01,Atletico-MG,Sao Paulo,,,L. Culpi,M. Ramalho,Atletico-MG,Sao Paulo,Estádio Raimundo Sampaio,1,0,MG,SP,2014
28,2014-10-12,Domingo,18:30,Athletico-PR,Figueirense,,,C. dos Santos Oliveira,A. Fucks,Athletico-PR,Figueirense,Estádio Joaquim Américo Guimarães,3,0,PR,SC,2014
28,2014-10-12,Domingo,18:30,Criciuma,Santos,,,G. Dal Pozzo,E. Alves Moreira,Criciuma,Santos,Estádio Heriberto Hülse,3,0,SC,SP,2014
28,2014-10-12,Domingo,18:32,Sport,Vitoria,,,E. Baptista,N. da Silveira Júnior,Vitoria,Sport,Adelmar da Costa Carvalho,1,2,PE,BA,2014
29,2014-10-18,Sábado,18:30,Goias,Gremio,,,S. Drubscky de Campos,L. Scolari,Empate,Empate,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,RS,2014
29,2014-10-18,Sábado,18:30,Sao Paulo,Bahia,,,M. Ramalho,G. Kleina,Sao Paulo,Bahia, Morumbi,2,1,SP,BA,2014
29,2014-10-18,Sábado,18:30,Fluminense,Criciuma,,,C. Borges dos Santos,G. Dal Pozzo,Fluminense,Criciuma, Maracanã,4,2,RJ,SC,2014
29,2014-10-18,Sábado,21:00,Atletico-MG,Chapecoense,,,L. Culpi,J. da Silva,Atletico-MG,Chapecoense,Estádio Raimundo Sampaio,1,0,MG,SC,2014
29,2014-10-19,Domingo,16:00,Athletico-PR,Flamengo,4-3-3,4-2-3-1,C. dos Santos Oliveira,V. Luxemburgo da Silva,Athletico-PR,Flamengo,Estádio Joaquim Américo Guimarães,2,1,PR,RJ,2014
29,2014-10-19,Domingo,16:00,Figueirense,Coritiba,4-1-2-1-2,4-3-2-1,A. Fucks,M. dos Santos Gonçalves,Figueirense,Coritiba, Orlando Scarpelli,4,0,SC,PR,2014
29,2014-10-19,Domingo,16:01,Internacional,Corinthians,,,A. da Silva Braga,L. Venker de Menezes,Corinthians,Internacional,Estádio José Pinheiro Borda,1,2,RS,SP,2014
29,2014-10-19,Domingo,16:04,Palmeiras,Santos,,,D. Silvestre Júnior,E. Alves Moreira,Santos,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,1,3,SP,SP,2014
29,2014-10-19,Domingo,18:30,Botafogo-RJ,Sport,,,V. Carmo Mancini,E. Baptista,Empate,Empate,Estádio Municipal General Raulino de Oliveira,1,1,RJ,PE,2014
29,2014-10-19,Domingo,18:31,Vitoria,Cruzeiro,,,N. da Silveira Júnior,M. de Oliveira Santos,Cruzeiro,Vitoria, Barradão,0,1,BA,MG,2014
30,2014-10-21,Terça-feira,21:50,Bahia,Atletico-MG,,,G. Kleina,L. Culpi,Empate,Empate,Itaipava Arena Fonte Nova,1,1,BA,MG,2014
30,2014-10-22,Quarta-feira,19:29,Cruzeiro,Palmeiras,,,M. de Oliveira Santos,D. Silvestre Júnior,Empate,Empate, Mineirão,1,1,MG,SP,2014
30,2014-10-22,Quarta-feira,19:30,Corinthians,Vitoria,4-2-3-1,4-1-2-1-2,L. Venker de Menezes,N. da Silveira Júnior,Corinthians,Vitoria,Arena Pantanal,2,1,SP,BA,2014
30,2014-10-22,Quarta-feira,19:30,Flamengo,Internacional,,,V. Luxemburgo da Silva,A. da Silva Braga,Flamengo,Internacional, Maracanã,2,0,RJ,RS,2014
30,2014-10-22,Quarta-feira,19:31,Criciuma,Athletico-PR,,,G. Dal Pozzo,C. dos Santos Oliveira,Athletico-PR,Criciuma,Estádio Heriberto Hülse,0,1,SC,PR,2014
30,2014-10-22,Quarta-feira,20:58,Gremio,Figueirense,,,L. Scolari,A. Fucks,Gremio,Figueirense,Arena do Grêmio,1,0,RS,SC,2014
30,2014-10-22,Quarta-feira,21:06,Coritiba,Botafogo-RJ,,,M. dos Santos Gonçalves,V. Carmo Mancini,Coritiba,Botafogo-RJ, Couto Pereira,2,0,PR,RJ,2014
30,2014-10-22,Quarta-feira,22:01,Santos,Fluminense,,,E. Alves Moreira,C. Borges dos Santos,Fluminense,Santos,Estádio Urbano Caldeira,0,1,SP,RJ,2014
30,2014-10-22,Quarta-feira,22:02,Chapecoense,Sao Paulo,,,J. da Silva,M. Ramalho,Empate,Empate,Arena Condá,0,0,SC,SP,2014
30,2014-10-22,Quarta-feira,22:29,Sport,Goias,,,E. Baptista,S. Drubscky de Campos,Goias,Sport,Adelmar da Costa Carvalho,0,1,PE,GO,2014
31,2014-10-25,Sábado,16:19,Figueirense,Cruzeiro,,,A. Fucks,M. de Oliveira Santos,Empate,Empate, Orlando Scarpelli,1,1,SC,MG,2014
31,2014-10-25,Sábado,16:20,Fluminense,Athletico-PR,,,C. Borges dos Santos,C. dos Santos Oliveira,Fluminense,Athletico-PR, Maracanã,2,1,RJ,PR,2014
31,2014-10-25,Sábado,16:21,Palmeiras,Corinthians,,,D. Silvestre Júnior,L. Venker de Menezes,Empate,Empate,Estádio Municipal Paulo Machado de Carvalho,1,1,SP,SP,2014
31,2014-10-25,Sábado,18:29,Vitoria,Criciuma,,,N. da Silveira Júnior,G. Dal Pozzo,Vitoria,Criciuma, Barradão,3,1,BA,SC,2014
31,2014-10-25,Sábado,18:30,Atletico-MG,Sport,,,L. Culpi,E. Baptista,Atletico-MG,Sport,Estádio Raimundo Sampaio,3,2,MG,PE,2014
31,2014-10-25,Sábado,18:30,Chapecoense,Santos,,,J. da Silva,E. Alves Moreira,Empate,Empate,Arena Condá,1,1,SC,SP,2014
31,2014-10-25,Sábado,18:30,Coritiba,Gremio,,,M. dos Santos Gonçalves,L. Scolari,Empate,Empate, Couto Pereira,1,1,PR,RS,2014
31,2014-10-25,Sábado,20:59,Internacional,Bahia,,,A. da Silva Braga,G. Kleina,Internacional,Bahia,Estádio José Pinheiro Borda,2,0,RS,BA,2014
31,2014-10-25,Sábado,20:59,Botafogo-RJ,Flamengo,,,V. Carmo Mancini,V. Luxemburgo da Silva,Botafogo-RJ,Flamengo,Arena da Amazônia,2,1,RJ,RJ,2014
31,2014-10-27,Segunda-feira,20:30,Sao Paulo,Goias,,,M. Ramalho,S. Drubscky de Campos,Sao Paulo,Goias, Morumbi,3,0,SP,GO,2014
32,2014-11-01,Sábado,19:29,Gremio,Vitoria,,,L. Scolari,N. da Silveira Júnior,Gremio,Vitoria,Arena do Grêmio,1,0,RS,BA,2014
32,2014-11-01,Sábado,19:30,Goias,Fluminense,,,S. Drubscky de Campos,C. Borges dos Santos,Fluminense,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),0,2,GO,RJ,2014
32,2014-11-01,Sábado,20:59,Corinthians,Coritiba,,,L. Venker de Menezes,M. dos Santos Gonçalves,Empate,Empate,Neo Química Arena,2,2,SP,PR,2014
32,2014-11-02,Domingo,16:59,Santos,Internacional,,,E. Alves Moreira,A. da Silva Braga,Internacional,Santos,Estádio Urbano Caldeira,1,2,SP,RS,2014
32,2014-11-02,Domingo,17:00,Sport,Figueirense,,,E. Baptista,A. Fucks,Sport,Figueirense,Adelmar da Costa Carvalho,1,0,PE,SC,2014
32,2014-11-02,Domingo,17:01,Cruzeiro,Botafogo-RJ,,,M. de Oliveira Santos,V. Carmo Mancini,Cruzeiro,Botafogo-RJ, Mineirão,2,1,MG,RJ,2014
32,2014-11-02,Domingo,17:02,Criciuma,Sao Paulo,,,A. Cecílio Sobrinho,M. Ramalho,Sao Paulo,Criciuma,Estádio Heriberto Hülse,1,2,SC,SP,2014
32,2014-11-02,Domingo,19:28,Flamengo,Chapecoense,,,V. Luxemburgo da Silva,J. da Silva,Flamengo,Chapecoense, Maracanã,3,0,RJ,SC,2014
32,2014-11-02,Domingo,19:29,Athletico-PR,Atletico-MG,,,C. dos Santos Oliveira,L. Culpi,Athletico-PR,Atletico-MG,Estádio Joaquim Américo Guimarães,1,0,PR,MG,2014
32,2014-11-02,Domingo,20:02,Bahia,Palmeiras,,,G. Kleina,D. Silvestre Júnior,Palmeiras,Bahia,Itaipava Arena Fonte Nova,0,1,BA,SP,2014
33,2014-11-08,Sábado,19:29,Coritiba,Fluminense,3-4-3,4-2-2-2,M. dos Santos Gonçalves,C. Borges dos Santos,Coritiba,Fluminense, Couto Pereira,1,0,PR,RJ,2014
33,2014-11-08,Sábado,19:31,Palmeiras,Atletico-MG,4-2-3-1,4-3-3,D. Silvestre Júnior,L. Culpi,Atletico-MG,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,0,2,SP,MG,2014
33,2014-11-08,Sábado,20:59,Botafogo-RJ,Athletico-PR,,,V. Carmo Mancini,C. dos Santos Oliveira,Athletico-PR,Botafogo-RJ,Estádio Municipal General Raulino de Oliveira,0,2,RJ,PR,2014
33,2014-11-09,Domingo,17:00,Sport,Flamengo,,,E. Baptista,V. Luxemburgo da Silva,Empate,Empate,Arena de Pernambuco,2,2,PE,RJ,2014
33,2014-11-09,Domingo,17:01,Vitoria,Sao Paulo,,,N. da Silveira Júnior,M. Ramalho,Sao Paulo,Vitoria, Barradão,1,2,BA,SP,2014
33,2014-11-09,Domingo,17:01,Figueirense,Chapecoense,,,A. Fucks,J. da Silva,Figueirense,Chapecoense, Orlando Scarpelli,1,0,SC,SC,2014
33,2014-11-09,Domingo,17:02,Gremio,Internacional,,,L. Scolari,A. da Silva Braga,Gremio,Internacional,Arena do Grêmio,4,1,RS,RS,2014
33,2014-11-09,Domingo,19:29,Cruzeiro,Criciuma,,,M. de Oliveira Santos,A. Cecílio Sobrinho,Cruzeiro,Criciuma, Mineirão,3,1,MG,SC,2014
33,2014-11-09,Domingo,19:29,Goias,Bahia,,,S. Drubscky de Campos,G. Kleina,Goias,Bahia,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,BA,2014
33,2014-11-09,Domingo,19:30,Corinthians,Santos,,,L. Venker de Menezes,E. Alves Moreira,Corinthians,Santos,Neo Química Arena,1,0,SP,SP,2014
35,2014-11-12,Quarta-feira,22:00,Sao Paulo,Internacional,,,M. Ramalho,A. da Silva Braga,Empate,Empate, Morumbi,1,1,SP,RS,2014
34,2014-11-15,Sábado,19:30,Criciuma,Gremio,,,A. Cecílio Sobrinho,L. Scolari,Gremio,Criciuma,Estádio Heriberto Hülse,0,3,SC,RS,2014
34,2014-11-15,Sábado,19:30,Fluminense,Botafogo-RJ,,,C. Borges dos Santos,V. Carmo Mancini,Fluminense,Botafogo-RJ, Maracanã,1,0,RJ,RJ,2014
34,2014-11-16,Domingo,16:59,Athletico-PR,Sport,,,C. dos Santos Oliveira,E. Baptista,Sport,Athletico-PR,Estádio Joaquim Américo Guimarães,0,1,PR,PE,2014
34,2014-11-16,Domingo,17:00,Flamengo,Coritiba,,,V. Luxemburgo da Silva,M. dos Santos Gonçalves,Flamengo,Coritiba, Maracanã,3,2,RJ,PR,2014
34,2014-11-16,Domingo,17:00,Internacional,Goias,,,A. da Silva Braga,S. Drubscky de Campos,Internacional,Goias,Estádio José Pinheiro Borda,1,0,RS,GO,2014
34,2014-11-16,Domingo,17:01,Santos,Cruzeiro,,,E. Alves Moreira,M. de Oliveira Santos,Cruzeiro,Santos,Estádio Urbano Caldeira,0,1,SP,MG,2014
34,2014-11-16,Domingo,17:03,Bahia,Corinthians,4-3-2-1,4-2-3-1,C. Fabian,L. Venker de Menezes,Corinthians,Bahia,Itaipava Arena Fonte Nova,1,2,BA,SP,2014
34,2014-11-16,Domingo,19:30,Atletico-MG,Figueirense,,,L. Culpi,A. Fucks,Empate,Empate,Estádio Raimundo Sampaio,1,1,MG,SC,2014
34,2014-11-16,Domingo,19:31,Chapecoense,Vitoria,,,J. da Silva,N. da Silveira Júnior,Vitoria,Chapecoense,Arena Condá,0,1,SC,BA,2014
34,2014-11-16,Domingo,19:31,Sao Paulo,Palmeiras,,,M. Ramalho,D. Silvestre Júnior,Sao Paulo,Palmeiras, Morumbi,2,0,SP,SP,2014
35,2014-11-19,Quarta-feira,19:30,Athletico-PR,Santos,,,C. dos Santos Oliveira,E. Alves Moreira,Empate,Empate,Estádio Joaquim Américo Guimarães,1,1,PR,SP,2014
35,2014-11-19,Quarta-feira,19:31,Botafogo-RJ,Figueirense,,,V. Carmo Mancini,A. Fucks,Figueirense,Botafogo-RJ,Estádio Vasco da Gama,0,1,RJ,SC,2014
35,2014-11-19,Quarta-feira,21:00,Goias,Corinthians,,,S. Drubscky de Campos,L. Venker de Menezes,Corinthians,Goias, Mangueirão,0,1,GO,SP,2014
35,2014-11-19,Quarta-feira,21:02,Vitoria,Coritiba,,,N. da Silveira Júnior,M. dos Santos Gonçalves,Empate,Empate, Barradão,1,1,BA,PR,2014
35,2014-11-19,Quarta-feira,21:02,Criciuma,Bahia,4-1-2-1-2,4-2-3-1,A. Cecílio Sobrinho,C. Fabian,Bahia,Criciuma,Estádio Heriberto Hülse,0,1,SC,BA,2014
35,2014-11-19,Quarta-feira,21:59,Atletico-MG,Flamengo,,,L. Culpi,V. Luxemburgo da Silva,Atletico-MG,Flamengo,Estádio Raimundo Sampaio,4,0,MG,RJ,2014
35,2014-11-19,Quarta-feira,22:02,Palmeiras,Sport,,,D. Silvestre Júnior,E. Baptista,Sport,Palmeiras,Allianz Parque,0,2,SP,PE,2014
35,2014-11-20,Quinta-feira,19:29,Fluminense,Chapecoense,,,C. Borges dos Santos,C. Rodrigues,Chapecoense,Fluminense, Maracanã,1,4,RJ,SC,2014
35,2014-11-20,Quinta-feira,21:50,Gremio,Cruzeiro,,,L. Scolari,M. de Oliveira Santos,Cruzeiro,Gremio,Arena do Grêmio,1,2,RS,MG,2014
